code,compileable,Ground_Truth_Simple_Names,Ground_Truth_FQNs,without_import,filename
"package hibernate;
//ID = 2931936

import org.hibernate.annotations.Fetch;
import org.hibernate.annotations.Entity;
import org.hibernate.SessionFactory;
import org.hibernate.cfg.AnnotationConfiguration;
import java.util.List;
import javax.persistence.GeneratedValue;
import org.hibernate.Session;
import org.hibernate.annotations.CascadeType;
import javax.persistence.OneToOne;
import org.hibernate.tool.hbm2ddl.SchemaExport;
import org.hibernate.FetchMode;
import org.hibernate.Query;
import javax.persistence.Id;

public class hibernate_class_26 {
	private SessionFactory sessionFactory;

	public static void main(String[] args) {
		hibernate_class_26 d = new hibernate_class_26();
		d.run3();
	}

	public void run3() {

		Session session = getSession();
		session.beginTransaction();

		createEntities(session);

		session.getTransaction().commit();

		System.out.println(""NOW WITH A NEW TRANSACTION"");
		session = getSession();
		session.beginTransaction();

		Query query = session.createQuery(""from A"");
		List results = query.list();
		for (int i = 0; i < results.size(); i++) {
			System.out.println(""Row "" + i + "" was:"");
			A a = (A) results.get(i);
			System.out.println(""Result "" + i);
			System.out.println(a.toString());
		}

		session.getTransaction().commit();

	}

	public void createEntities(Session session) {
		for (int i = 0; i < 2; i++) {
			A a = new A();

			B b = new B();

			a.setB(b);

			session.save(a);

		}

	}

	public Session getSession() {
		if (sessionFactory == null) {
			AnnotationConfiguration config = new AnnotationConfiguration();
			config.addAnnotatedClass(A.class);
			config.addAnnotatedClass(B.class);
			config.configure();
			new SchemaExport(config).create(true, true);

			sessionFactory = config.buildSessionFactory();
		}
		Session session = sessionFactory.getCurrentSession();

		return session;
	}

	public class A {

		private Integer id;
		private B b;

		public A() {
			super();
		}

		@Id
		@GeneratedValue
		public Integer getId() {
			return id;
		}

		public void setId(Integer id) {
			this.id = id;
		}


		public B getB() {
			return b;
		}

		public void setB(B b) {
			this.b = b;
		}
	}

	@Entity
	public class B {

		private Integer id;

		public B() {
			super();
		}

		@Id
		@GeneratedValue
		public Integer getId() {
			return id;
		}

		public void setId(Integer id) {
			this.id = id;
		}
	}

}",True,"['Fetch', 'Entity', 'SessionFactory', 'AnnotationConfiguration', 'List', 'GeneratedValue', 'Session', 'CascadeType', 'OneToOne', 'SchemaExport', 'FetchMode', 'Query', 'Id']","['org.hibernate.annotations.Fetch', 'org.hibernate.annotations.Entity', 'org.hibernate.SessionFactory', 'org.hibernate.cfg.AnnotationConfiguration', 'java.util.List', 'javax.persistence.GeneratedValue', 'org.hibernate.Session', 'org.hibernate.annotations.CascadeType', 'javax.persistence.OneToOne', 'org.hibernate.tool.hbm2ddl.SchemaExport', 'org.hibernate.FetchMode', 'org.hibernate.Query', 'javax.persistence.Id']","public class hibernate_class_26 {
	private SessionFactory sessionFactory;

	public static void main(String[] args) {
		hibernate_class_26 d = new hibernate_class_26();
		d.run3()
	}

	public void run3() {

		Session session = getSession();
		session.beginTransaction();

		createEntities(session);

		session.getTransaction().commit();

		System.out.println(""NOW WITH A NEW TRANSACTION"");
		session = getSession();
		session.beginTransaction();

		Query query = session.createQuery(""from A"");
		List results = query.list();
		for (int i = 0; i < results.size(); i++) {
			System.out.println(""Row "" + i + "" was:"");
			A a = (A) results.get(i);
			System.out.println(""Result "" + i);
			System.out.println(a.toString())
		}

		session.getTransaction().commit();

	}

	public void createEntities(Session session) {
		for (int i = 0; i < 2; i++) {
			A a = new A();

			B b = new B();

			a.setB(b);

			session.save(a);

		}

	}

	public Session getSession() {
		if (sessionFactory == null) {
			AnnotationConfiguration config = new AnnotationConfiguration();
			config.addAnnotatedClass(A.class);
			config.addAnnotatedClass(B.class);
			config.configure();
			new SchemaExport(config).create(true, true);

			sessionFactory = config.buildSessionFactory();
		}
		Session session = sessionFactory.getCurrentSession();

		return session;
	}

	public class A {

		private Integer id;
		private B b;

		public A() {
			super();
		}

		@Id
		@GeneratedValue
		public Integer getId() {
			return id;
		}

		public void setId(Integer id) {
			this.id = id;
		}


		public B getB() {
			return b;
		}

		public void setB(B b) {
			this.b = b;
		}
	}

	@Entity
	public class B {

		private Integer id;

		public B() {
			super();
		}

		@Id
		@GeneratedValue
		public Integer getId() {
			return id;
		}

		public void setId(Integer id) {
			this.id = id;
		}
	}

}",hibernate_class_26.java
"package hibernate;
//ID = 3182759

import javax.persistence.Entity;
import javax.persistence.ManyToOne;
import javax.persistence.JoinColumn;
import javax.persistence.OneToMany;
import java.io.Serializable;
import org.hibernate.annotations.IndexColumn;
import java.util.ArrayList;
import library.model.User;
import javax.persistence.GenerationType;
import javax.persistence.Column;
import java.util.List;
import javax.persistence.GeneratedValue;
import javax.persistence.Id;

@Entity
public class hibernate_class_28 implements Serializable {
	@Id
	@GeneratedValue(strategy = GenerationType.AUTO)
	private int id;
	@ManyToOne
	@JoinColumn(name = ""user_id"")
	private User user;
	@OneToMany(targetEntity = hibernate_class_28.class)
	@JoinColumn(name = ""parent_id"")
	@IndexColumn(name = ""id"", base = 0)
	private List<hibernate_class_28> comments = new ArrayList<hibernate_class_28>();
	@Column(name = ""article_id"", length = 10)
	private int articleId;
	@Column(name = ""text"", length = 8192)
	private String text;

	public int getArticleId() {
		return articleId;
	}

	public void setArticleId(int articleId) {
		this.articleId = articleId;
	}

	public int getId() {
		return id;
	}

	public void setId(int id) {
		this.id = id;
	}

	public String getText() {
		return text;
	}

	public void setText(String text) {
		this.text = text;
	}

	public User getUser() {
		return user;
	}

	public void setUser(User user) {
		this.user = user;
	}

	@Override
	public String toString() {
		return ""Comment ["" + ""articleId "" + articleId + "" "" + ""id "" + id + "" "" + ""text "" + text + "" "" + ""]"";
	}

}",True,"['Entity', 'ManyToOne', 'JoinColumn', 'OneToMany', 'Serializable', 'IndexColumn', 'ArrayList', 'User', 'GenerationType', 'Column', 'List', 'GeneratedValue', 'Id']","['javax.persistence.Entity', 'javax.persistence.ManyToOne', 'javax.persistence.JoinColumn', 'javax.persistence.OneToMany', 'java.io.Serializable', 'org.hibernate.annotations.IndexColumn', 'java.util.ArrayList', 'library.model.User', 'javax.persistence.GenerationType', 'javax.persistence.Column', 'java.util.List', 'javax.persistence.GeneratedValue', 'javax.persistence.Id']","public class hibernate_class_28 implements Serializable {
	@Id
	@GeneratedValue(strategy = GenerationType.AUTO)
	private int id;
	@ManyToOne
	@JoinColumn(name = ""user_id"")
	private User user;
	@OneToMany(targetEntity = hibernate_class_28.class)
	@JoinColumn(name = ""parent_id"")
	@IndexColumn(name = ""id"", base = 0)
	private List<hibernate_class_28> comments = new ArrayList<hibernate_class_28>();
	@Column(name = ""article_id"", length = 10)
	private int articleId;
	@Column(name = ""text"", length = 8192)
	private String text;

	public int getArticleId() {
		return articleId;
	}

	public void setArticleId(int articleId) {
		this.articleId = articleId;
	}

	public int getId() {
		return id;
	}

	public void setId(int id) {
		this.id = id;
	}

	public String getText() {
		return text;
	}

	public void setText(String text) {
		this.text = text;
	}

	public User getUser() {
		return user;
	}

	public void setUser(User user) {
		this.user = user;
	}

	@Override
	public String toString()
		return ""Comment ["" + ""articleId "" + articleId + "" "" + ""id "" + id + "" "" + ""text "" + text + "" "" + ""]"";
	}

}",hibernate_class_28.java
"package hibernate;
//ID = 3184069

import org.hibernate.Criteria;
import org.hibernate.Session;
import org.hibernate.SessionFactory;
import org.hibernate.criterion.Projections;

import java.util.List;

public abstract class hibernate_class_29<T> {

	private Class<T> domainClass;

	private SessionFactory sf;

	public hibernate_class_29(Class<T> domainClass) {
		this.domainClass = domainClass;
	}

	public SessionFactory getSessionFactory() {
		return sf;
	}

	public void setSessionFactory(SessionFactory sf) {
		this.sf = sf;
	}

	public void delete(T object) {
		getSession().delete(object);
	}

	@SuppressWarnings(""unchecked"")
	public T load(long id) {
		return (T) getSession().get(domainClass, id);
	}

	public void save(T object) {
		getSession().saveOrUpdate(object);
	}

	@SuppressWarnings(""unchecked"")
	public List<T> findAll() {
		Criteria criteria = getSession().createCriteria(domainClass);
		List<T> r = (List<T>) criteria.list();
		return r;
	}

	public int countAll() {
		Criteria criteria = getSession().createCriteria(domainClass);
		criteria.setProjection(Projections.rowCount());
		return (Integer) criteria.uniqueResult();
	}

	public Session getSession() {

		return sf.getCurrentSession();
	}
}",True,"['Criteria', 'Session', 'SessionFactory', 'Projections', 'List']","['org.hibernate.Criteria', 'org.hibernate.Session', 'org.hibernate.SessionFactory', 'org.hibernate.criterion.Projections', 'java.util.List']","public abstract class hibernate_class_29<T> {

	private Class<T> domainClass;

	private SessionFactory sf;

	public hibernate_class_29(Class<T> domainClass) {
		this.domainClass = domainClass;
	}

	public SessionFactory getSessionFactory() {
		return sf;
	}

	public void setSessionFactory(SessionFactory sf) {
		this.sf = sf;
	}

	public void delete(T object) {
		getSession().delete(object);
	}

	@SuppressWarnings(""unchecked"")
	public T load(long id) {
		return (T) getSession().get(domainClass, id);
	}

	public void save(T object) {
		getSession().saveOrUpdate(object);
	}

	@SuppressWarnings(""unchecked"")
	public List<T> findAll() {
		Criteria criteria = getSession().createCriteria(domainClass);
		List<T> r = (List<T>) criteria.list();
		return r;
	}

	public int countAll() {
		Criteria criteria = getSession().createCriteria(domainClass);
		criteria.setProjection(Projections.rowCount());
		return (Integer) criteria.uniqueResult()
	}

	public Session getSession() {

		return sf.getCurrentSession();
	}
}",hibernate_class_29.java
"package hibernate;
//ID = 3204328

import javax.persistence.Column;
import javax.persistence.Basic;
import javax.persistence.Entity;
import javax.persistence.Table;
import javax.persistence.NamedQuery;
import javax.persistence.NamedQueries;
import javax.persistence.Id;
import java.io.Serializable;

@Entity
@Table(name = ""basic_user"")
@NamedQueries({ @NamedQuery(name = ""BasicUser.findAll"", query = ""SELECT b FROM BasicUser b""),
		@NamedQuery(name = ""BasicUser.findByFirstName"", query = ""SELECT b FROM BasicUser b WHERE b.firstName = :firstName""),
		@NamedQuery(name = ""BasicUser.findByLastName"", query = ""SELECT b FROM BasicUser b WHERE b.lastName = :lastName""),
		@NamedQuery(name = ""BasicUser.findByEmail"", query = ""SELECT b FROM BasicUser b WHERE b.email = :email""),
		@NamedQuery(name = ""BasicUser.findByPassword"", query = ""SELECT b FROM BasicUser b WHERE b.password = :password"") })
public class hibernate_class_30 implements Serializable {
	private static final long serialVersionUID = 1L;
	@Basic(optional = false)
	@Column(name = ""First_Name"")
	private String firstName;
	@Basic(optional = false)
	@Column(name = ""Last_Name"")
	private String lastName;
	@Id
	@Basic(optional = false)
	@Column(name = ""Email"")
	private String email;
	@Basic(optional = false)
	@Column(name = ""Password"")
	private String password;

	public hibernate_class_30() {
	}
}",True,"['Column', 'Basic', 'Entity', 'Table', 'NamedQuery', 'NamedQueries', 'Id', 'Serializable']","['javax.persistence.Column', 'javax.persistence.Basic', 'javax.persistence.Entity', 'javax.persistence.Table', 'javax.persistence.NamedQuery', 'javax.persistence.NamedQueries', 'javax.persistence.Id', 'java.io.Serializable']","public class hibernate_class_30 implements Serializable {
	private static final long serialVersionUID = 1L;
	@Basic(optional = false)
	@Column(name = ""First_Name"")
	private String firstName;
	@Basic(optional = false)
	@Column(name = ""Last_Name"")
	private String lastName;
	@Id
	@Basic(optional = false)
	@Column(name = ""Email"")
	private String email;
	@Basic(optional = false)
	@Column(name = ""Password"")
	private String password

	public hibernate_class_30() {
	}
}",hibernate_class_30.java
"package hibernate;
//ID = 3218631

import java.util.List;
import org.hibernate.Session;
import org.hibernate.cfg.Configuration;
import org.hibernate.Query;
import org.hibernate.SessionFactory;

public class hibernate_class_31 {
	public static List<?> getData() {
		SessionFactory sessionFactory = new Configuration().configure().buildSessionFactory();
		Session session = sessionFactory.getCurrentSession();
		List<?> result = null;
		try {
			session.beginTransaction();
			Query query = session.createQuery(""from Users"");
			result = query.list();
			session.getTransaction().commit();
			query.setReadOnly(true);
			query.setMaxResults(50);
			session.flush();
			session.close();
		} catch (Exception e) {
			e.printStackTrace();
		}
		return result;
	}

}",True,"['List', 'Session', 'Configuration', 'Query', 'SessionFactory']","['java.util.List', 'org.hibernate.Session', 'org.hibernate.cfg.Configuration', 'org.hibernate.Query', 'org.hibernate.SessionFactory']","public class hibernate_class_31 {
	public static List<?> getData() {
		SessionFactory sessionFactory = new Configuration().configure().buildSessionFactory();
		Session session = sessionFactory.getCurrentSession();
		List<?> result = null;
		try
			session.beginTransaction();
			Query query = session.createQuery(""from Users"");
			result = query.list();
			session.getTransaction().commit();
			query.setReadOnly(true);
			query.setMaxResults(50);
			session.flush();
			session.close();
		} catch (Exception e) {
			e.printStackTrace();
		}
		return result;
	}

}",hibernate_class_31.java
"package hibernate;
//ID = 3287351

import javax.persistence.Entity;
import javax.persistence.Table;
import javax.persistence.GeneratedValue;
import org.hibernate.annotations.Index;
import javax.persistence.Id;

@Entity
@Table(name = ""log_entries"")
@org.hibernate.annotations.Table(appliesTo = ""log_entries"", indexes = {
		@Index(name = ""idx"", columnNames = { ""job"", ""version"", ""schedule"", ""dttmRun"", ""pid"" }) })
public class hibernate_class_32 {
	@Id
	@GeneratedValue
	Long id;
	String job;
	String version;
	String schedule;
	String dttmRun;
	int pid;
	String command;
	int duration;

}",True,"['Entity', 'Table', 'GeneratedValue', 'Index', 'Id']","['javax.persistence.Entity', 'javax.persistence.Table', 'javax.persistence.GeneratedValue', 'org.hibernate.annotations.Index', 'javax.persistence.Id']","public class hibernate_class_32 {
	@Id
	@GeneratedValue
	Long id;
	String job;
	String version;
	String schedule;
	String dttmRun;
	int pid
	String command;
	int duration;

}",hibernate_class_32.java
"package hibernate;
//ID = 3332212

import org.hibernate.Session;
import org.hibernate.cfg.Configuration;
import org.hibernate.SessionFactory;

public class hibernate_class_33 {

	private static hibernate_class_33 instance = null;

	private SessionFactory sessionFactory;

	public static hibernate_class_33 getInstance() {
		if (hibernate_class_33.instance == null) {
			hibernate_class_33.instance = new hibernate_class_33().init();
		}

		return hibernate_class_33.instance;
	}

	public SessionFactory getSessionFactory() {
		return this.sessionFactory;
	}

	public Session getSession() {
		return this.sessionFactory.openSession();
	}

	private hibernate_class_33 init() {
		Configuration cfg = new Configuration();


		cfg.setProperties(System.getProperties());
		cfg.configure();
		SessionFactory sessions = cfg.buildSessionFactory();

		sessionFactory = cfg.configure().buildSessionFactory();
		return this;
	}
}",True,"['Session', 'Configuration', 'SessionFactory']","['org.hibernate.Session', 'org.hibernate.cfg.Configuration', 'org.hibernate.SessionFactory']","public class hibernate_class_33 {

	private static hibernate_class_33 instance = null;

	private SessionFactory sessionFactory;

	public static hibernate_class_33 getInstance() {
		if (hibernate_class_33.instance == null) {
			hibernate_class_33.instance = new hibernate_class_33().init();
		}

		return hibernate_class_33.instance;
	}

	public SessionFactory getSessionFactory() {
		return this.sessionFactory;
	}

	public Session getSession() {
		return this.sessionFactory.openSession();
	}

	private hibernate_class_33 init()
		Configuration cfg = new Configuration();


		cfg.setProperties(System.getProperties());
		cfg.configure();
		SessionFactory sessions = cfg.buildSessionFactory();

		sessionFactory = cfg.configure().buildSessionFactory();
		return this;
	}
}",hibernate_class_33.java
"package hibernate;
//ID = 3332212

import org.hibernate.Session;
import org.hibernate.Transaction;

public class hibernate_class_34 {
	public void testUserClassAndUsers() {
		System.out.println(""Testing Users and UserClasses..."");

		Session newSession = null;

		System.out.println(""1 - Creating UserClasses:"");
		Transaction t1 = newSession.beginTransaction();

		t1.commit();

		System.out.println(""2 - Creating Users:"");
		Transaction t2 = newSession.beginTransaction();

		t2.commit();

		System.out.println(""3 - Deleting UserClass (\""UserClass 1\""):"");
		Transaction t3 = newSession.beginTransaction();
		t3.commit();

		newSession.close();
	}

	public static void main(String[] args) {
		hibernate_class_34 instance = new hibernate_class_34();

		instance.testUserClassAndUsers();
	}
}",True,"['Session', 'Transaction']","['org.hibernate.Session', 'org.hibernate.Transaction']","public class hibernate_class_34 {
	public void testUserClassAndUsers() {
		System.out.println(""Testing Users and UserClasses..."");

		Session newSession = null;

		System.out.println(""1 - Creating UserClasses:"");
		Transaction t1 = newSession.beginTransaction();

		t1.commit()

		System.out.println(""2 - Creating Users:"");
		Transaction t2 = newSession.beginTransaction();

		t2.commit();

		System.out.println(""3 - Deleting UserClass (\""UserClass 1\""):"");
		Transaction t3 = newSession.beginTransaction();
		t3.commit();

		newSession.close();
	}

	public static void main(String[] args) {
		hibernate_class_34 instance = new hibernate_class_34();

		instance.testUserClassAndUsers();
	}
}",hibernate_class_34.java
"package hibernate;
//ID = 3513366

import org.hibernate.Session;
import org.hibernate.cfg.Configuration;
import org.hibernate.SessionFactory;
import org.hibernate.Transaction;

public class hibernate_class_36 {
	public static void main(String[] args) {
		Session session = null;
		SessionFactory sessionFactory = new Configuration().configure().buildSessionFactory();

		Transaction tx = null;
		try {
			session = sessionFactory.openSession();
			tx = session.beginTransaction();

			tx.commit();
		} catch (Exception e) {
			e.printStackTrace();
		} finally {
			session.close();
		}
	}
}",True,"['Session', 'Configuration', 'SessionFactory', 'Transaction']","['org.hibernate.Session', 'org.hibernate.cfg.Configuration', 'org.hibernate.SessionFactory', 'org.hibernate.Transaction']","public class hibernate_class_36 {
	public static void main(String[] args) {
		Session session = null;
		SessionFactory sessionFactory = new Configuration().configure().buildSessionFactory();

		Transaction tx = null
		try {
			session = sessionFactory.openSession();
			tx = session.beginTransaction();

			tx.commit();
		} catch (Exception e) {
			e.printStackTrace();
		} finally {
			session.close();
		}
	}
}",hibernate_class_36.java
"package hibernate;
//ID = 3534854

import org.hibernate.Session;
import org.hibernate.SessionFactory;
import org.hibernate.HibernateException;
import org.hibernate.cfg.AnnotationConfiguration;

public class hibernate_class_37 {

	public static void test() {
		String c = """";
		Session session = HibernateUtil.getSession();
		session.beginTransaction();
		session.save(c);
		session.getTransaction().commit();

	}


	public static void main(String[] args) {
		hibernate_class_37.test();

	}

	public static class HibernateUtil {

		private static final SessionFactory sessionFactory;
		static {
			try {
				sessionFactory = new AnnotationConfiguration().configure().buildSessionFactory();
			} catch (Throwable ex) {

				throw new ExceptionInInitializerError(ex);
			}
		}

		public static Session getSession() throws HibernateException {
			return sessionFactory.openSession();
		}
	}

}",True,"['Session', 'SessionFactory', 'HibernateException', 'AnnotationConfiguration']","['org.hibernate.Session', 'org.hibernate.SessionFactory', 'org.hibernate.HibernateException', 'org.hibernate.cfg.AnnotationConfiguration']","public class hibernate_class_37 {

	public static void test() {
		String c = """";
		Session session = HibernateUtil.getSession();
		session.beginTransaction();
		session.save(c);
		session.getTransaction().commit()

	}


	public static void main(String[] args) {
		hibernate_class_37.test();

	}

	public static class HibernateUtil {

		private static final SessionFactory sessionFactory;
		static {
			try {
				sessionFactory = new AnnotationConfiguration().configure().buildSessionFactory();
			} catch (Throwable ex) {

				throw new ExceptionInInitializerError(ex);
			}
		}

		public static Session getSession() throws HibernateException {
			return sessionFactory.openSession();
		}
	}

}",hibernate_class_37.java
"package hibernate;
//ID = 3556392

import org.hibernate.Session;
import org.hibernate.cfg.Configuration;
import org.hibernate.SessionFactory;
import org.hibernate.Transaction;

public class hibernate_class_38 {

	public static void main(String... args) {
		SessionFactory sessionFact = new Configuration().configure().buildSessionFactory();
		Session ses = sessionFact.openSession();
		Transaction tx = ses.beginTransaction();
		String bean = """";
		ses.save(bean);
		tx.commit();
		ses.close();
	}
}",True,"['Session', 'Configuration', 'SessionFactory', 'Transaction']","['org.hibernate.Session', 'org.hibernate.cfg.Configuration', 'org.hibernate.SessionFactory', 'org.hibernate.Transaction']","public class hibernate_class_38 {

	public static void main(String... args) {
		SessionFactory sessionFact = new Configuration().configure().buildSessionFactory();
		Session ses = sessionFact.openSession();
		Transaction tx = ses.beginTransaction();
		String bean = """";
		ses.save(bean);
		tx.commit()
		ses.close();
	}
}",hibernate_class_38.java
"package hibernate;
//ID = 3573479

import java.util.Map;
import org.appfuse.dao.GenericDao;
import java.util.List;
import org.hibernate.Session;
import org.hibernate.SessionFactory;
import org.appfuse.dao.SearchException;
import org.springframework.transaction.annotation.Transactional;
import java.io.Serializable;
import org.hibernate.Transaction;

public class hibernate_class_39 {
	@Transactional
	@SuppressWarnings(""unchecked"")
	public class GenericDaoImpl<T, ID extends Serializable> implements GenericDao<T, ID> {
		private SessionFactory sessionFactory;

		public void setSessionFactory(final SessionFactory sessionFactory) {
			this.sessionFactory = sessionFactory;
		}

		public ID create(final T newInstance) {
			ID id = null;
			final Session session = sessionFactory.openSession();
			final Transaction tx = session.beginTransaction();
			try {
				id = (ID) session.save(newInstance);
				tx.commit();
				session.close();
			} catch (final Exception e) {
				if (tx != null) {
					tx.rollback();
				}
				e.printStackTrace();
			} finally {
				if (session.isOpen()) {
					session.close();
				}
			}
			return id;
		}

		public T read(final ID primaryKey) {
			T id = null;
			final Session session = sessionFactory.openSession();
			final Transaction tx = session.beginTransaction();
			try {
				id = (T) session.get(""aaa"", primaryKey);
				tx.commit();
				session.close();
			} catch (final Exception e) {
				if (tx != null) {
					tx.rollback();
				}
				e.printStackTrace();
			} finally {
				if (session.isOpen()) {
					session.close();
				}
			}
			return id;
		}

		public void update(final T transientObject) {
			final Session session = sessionFactory.openSession();
			final Transaction tx = session.beginTransaction();
			try {
				session.saveOrUpdate(transientObject);
				tx.commit();
				session.close();
			} catch (final Exception e) {
				if (tx != null) {
					tx.rollback();
				}
				e.printStackTrace();
			} finally {
				if (session.isOpen()) {
					session.close();
				}
			}
		}

		public void delete(final T persistentObject) {
			final Session session = sessionFactory.openSession();
			final Transaction tx = session.beginTransaction();
			try {
				session.delete(persistentObject);
				tx.commit();
				session.close();
			} catch (final Exception e) {
				if (tx != null) {
					tx.rollback();
				}
				e.printStackTrace();
			} finally {
				if (session.isOpen()) {
					session.close();
				}
			}
		}

		@Override
		public boolean exists(ID arg0) {
			// TODO Auto-generated method stub
			return false;
		}

		@Override
		public List<T> findByNamedQuery(String arg0, Map<String, Object> arg1) {

			return null;
		}

		@Override
		public T get(ID arg0) {

			return null;
		}

		@Override
		public List<T> getAll() {

			return null;
		}

		@Override
		public List<T> getAllDistinct() {

			return null;
		}

		@Override
		public void reindex() {


		}

		@Override
		public void reindexAll(boolean arg0) {


		}

		@Override
		public void remove(T arg0) {


		}

		@Override
		public void remove(ID arg0) {

		}

		@Override
		public T save(T arg0) {

			return null;
		}

		@Override
		public List<T> search(String arg0) throws SearchException {

			return null;
		}
	}
}",True,"['Map', 'GenericDao', 'List', 'Session', 'SessionFactory', 'SearchException', 'Transactional', 'Serializable', 'Transaction']","['java.util.Map', 'org.appfuse.dao.GenericDao', 'java.util.List', 'org.hibernate.Session', 'org.hibernate.SessionFactory', 'org.appfuse.dao.SearchException', 'org.springframework.transaction.annotation.Transactional', 'java.io.Serializable', 'org.hibernate.Transaction']","public class hibernate_class_39 {
	@Transactional
	@SuppressWarnings(""unchecked"")
	public class GenericDaoImpl<T, ID extends Serializable> implements GenericDao<T, ID> {
		private SessionFactory sessionFactory;

		public void setSessionFactory(final SessionFactory sessionFactory) {
			this.sessionFactory = sessionFactory
		}

		public ID create(final T newInstance) {
			ID id = null;
			final Session session = sessionFactory.openSession();
			final Transaction tx = session.beginTransaction();
			try {
				id = (ID) session.save(newInstance);
				tx.commit();
				session.close();
			} catch (final Exception e) {
				if (tx != null) {
					tx.rollback();
				}
				e.printStackTrace();
			} finally {
				if (session.isOpen()) {
					session.close();
				}
			}
			return id;
		}

		public T read(final ID primaryKey) {
			T id = null;
			final Session session = sessionFactory.openSession();
			final Transaction tx = session.beginTransaction();
			try {
				id = (T) session.get(""aaa"", primaryKey);
				tx.commit();
				session.close();
			} catch (final Exception e) {
				if (tx != null) {
					tx.rollback();
				}
				e.printStackTrace();
			} finally {
				if (session.isOpen()) {
					session.close();
				}
			}
			return id;
		}

		public void update(final T transientObject) {
			final Session session = sessionFactory.openSession();
			final Transaction tx = session.beginTransaction();
			try {
				session.saveOrUpdate(transientObject);
				tx.commit();
				session.close();
			} catch (final Exception e) {
				if (tx != null) {
					tx.rollback();
				}
				e.printStackTrace();
			} finally {
				if (session.isOpen()) {
					session.close();
				}
			}
		}

		public void delete(final T persistentObject) {
			final Session session = sessionFactory.openSession();
			final Transaction tx = session.beginTransaction();
			try {
				session.delete(persistentObject);
				tx.commit();
				session.close();
			} catch (final Exception e) {
				if (tx != null) {
					tx.rollback();
				}
				e.printStackTrace();
			} finally {
				if (session.isOpen()) {
					session.close();
				}
			}
		}

		@Override
		public boolean exists(ID arg0) {
			// TODO Auto-generated method stub
			return false;
		}

		@Override
		public List<T> findByNamedQuery(String arg0, Map<String, Object> arg1) {

			return null;
		}

		@Override
		public T get(ID arg0) {

			return null;
		}

		@Override
		public List<T> getAll() {

			return null;
		}

		@Override
		public List<T> getAllDistinct() {

			return null;
		}

		@Override
		public void reindex() {


		}

		@Override
		public void reindexAll(boolean arg0) {


		}

		@Override
		public void remove(T arg0) {


		}

		@Override
		public void remove(ID arg0) {

		}

		@Override
		public T save(T arg0) {

			return null;
		}

		@Override
		public List<T> search(String arg0) throws SearchException {

			return null;
		}
	}
}",hibernate_class_39.java
"package hibernate;
//ID = 970573

import org.hibernate.cfg.Configuration;
import org.hibernate.SessionFactory;
import org.hibernate.HibernateException;

public class hibernate_class_4 {
	private static final SessionFactory sessionFactory;

	static {
		try {
			sessionFactory = new Configuration().configure().buildSessionFactory();
		} catch (HibernateException he) {
			System.err.println(he);
			throw new ExceptionInInitializerError(he);
		}
	}

	public static SessionFactory getSessionFactory() {
		return sessionFactory;
	}
}",True,"['Configuration', 'SessionFactory', 'HibernateException']","['org.hibernate.cfg.Configuration', 'org.hibernate.SessionFactory', 'org.hibernate.HibernateException']","public class hibernate_class_4 {
	private static final SessionFactory sessionFactory;

	static {
		try {
			sessionFactory = new Configuration().configure().buildSessionFactory();
		} catch (HibernateException he) {
			System.err.println(he)
			throw new ExceptionInInitializerError(he);
		}
	}

	public static SessionFactory getSessionFactory() {
		return sessionFactory;
	}
}",hibernate_class_4.java
"package hibernate;
//ID = 3681045

import java.util.List;
import org.hibernate.Session;
import java.util.Iterator;
import org.hibernate.cfg.Configuration;
import org.hibernate.Query;
import org.hibernate.SessionFactory;

public class hibernate_class_40 {

	public static void main(String[] args) {

		Session session = null;

		try {

			SessionFactory sessionFactory = new Configuration().configure().buildSessionFactory();
			session = sessionFactory.openSession();

			System.out.println(""selecting records"");
			Query q = session.getNamedQuery(""getRecordsSP"");


			System.out.print(""Done"");
			List l = q.list();

			for (Iterator it = l.iterator(); it.hasNext();) {
				Object row[] = (Object[]) it.next();
				System.out.println(row.length);

			}

		} catch (Exception e) {
			e.printStackTrace();
		} finally {
			session.flush();
			session.close();

		}
	}
}",True,"['List', 'Session', 'Iterator', 'Configuration', 'Query', 'SessionFactory']","['java.util.List', 'org.hibernate.Session', 'java.util.Iterator', 'org.hibernate.cfg.Configuration', 'org.hibernate.Query', 'org.hibernate.SessionFactory']","public class hibernate_class_40 {

	public static void main(String[] args) {

		Session session = null;

		try

			SessionFactory sessionFactory = new Configuration().configure().buildSessionFactory();
			session = sessionFactory.openSession();

			System.out.println(""selecting records"");
			Query q = session.getNamedQuery(""getRecordsSP"");


			System.out.print(""Done"");
			List l = q.list();

			for (Iterator it = l.iterator(); it.hasNext();) {
				Object row[] = (Object[]) it.next();
				System.out.println(row.length);

			}

		} catch (Exception e) {
			e.printStackTrace();
		} finally {
			session.flush();
			session.close();

		}
	}
}",hibernate_class_40.java
